air_temp,azimuth,ghi,period_end,period
9,-7,0,2018-09-01T00:05:00Z,PT5M
9,-8,0,2018-09-01T00:10:00Z,PT5M
9,-9,0,2018-09-01T00:15:00Z,PT5M
9,-11,0,2018-09-01T00:20:00Z,PT5M
9,-12,0,2018-09-01T00:25:00Z,PT5M
9,-14,0,2018-09-01T00:30:00Z,PT5M
9,-15,0,2018-09-01T00:35:00Z,PT5M
9,-16,0,2018-09-01T00:40:00Z,PT5M
9,-18,0,2018-09-01T00:45:00Z,PT5M
9,-19,0,2018-09-01T00:50:00Z,PT5M
9,-21,0,2018-09-01T00:55:00Z,PT5M
9,-22,0,2018-09-01T01:00:00Z,PT5M
9,-23,0,2018-09-01T01:05:00Z,PT5M
9,-25,0,2018-09-01T01:10:00Z,PT5M
9,-26,0,2018-09-01T01:15:00Z,PT5M
9,-27,0,2018-09-01T01:20:00Z,PT5M
9,-29,0,2018-09-01T01:25:00Z,PT5M
9,-30,0,2018-09-01T01:30:00Z,PT5M
9,-31,0,2018-09-01T01:35:00Z,PT5M
9,-32,0,2018-09-01T01:40:00Z,PT5M
9,-34,0,2018-09-01T01:45:00Z,PT5M
9,-35,0,2018-09-01T01:50:00Z,PT5M
9,-36,0,2018-09-01T01:55:00Z,PT5M
8,-38,0,2018-09-01T02:00:00Z,PT5M
8,-39,0,2018-09-01T02:05:00Z,PT5M
8,-40,0,2018-09-01T02:10:00Z,PT5M
8,-41,0,2018-09-01T02:15:00Z,PT5M
8,-42,0,2018-09-01T02:20:00Z,PT5M
8,-44,0,2018-09-01T02:25:00Z,PT5M
8,-45,0,2018-09-01T02:30:00Z,PT5M
8,-46,0,2018-09-01T02:35:00Z,PT5M
8,-47,0,2018-09-01T02:40:00Z,PT5M
8,-48,0,2018-09-01T02:45:00Z,PT5M
8,-49,0,2018-09-01T02:50:00Z,PT5M
8,-50,0,2018-09-01T02:55:00Z,PT5M
8,-52,0,2018-09-01T03:00:00Z,PT5M
8,-53,0,2018-09-01T03:05:00Z,PT5M
8,-54,0,2018-09-01T03:10:00Z,PT5M
8,-55,0,2018-09-01T03:15:00Z,PT5M
8,-56,0,2018-09-01T03:20:00Z,PT5M
8,-57,0,2018-09-01T03:25:00Z,PT5M
8,-58,0,2018-09-01T03:30:00Z,PT5M
8,-59,0,2018-09-01T03:35:00Z,PT5M
8,-60,0,2018-09-01T03:40:00Z,PT5M
8,-61,0,2018-09-01T03:45:00Z,PT5M
8,-62,0,2018-09-01T03:50:00Z,PT5M
8,-63,0,2018-09-01T03:55:00Z,PT5M
8,-64,0,2018-09-01T04:00:00Z,PT5M
8,-65,0,2018-09-01T04:05:00Z,PT5M
8,-66,0,2018-09-01T04:10:00Z,PT5M
8,-67,0,2018-09-01T04:15:00Z,PT5M
8,-68,0,2018-09-01T04:20:00Z,PT5M
8,-69,0,2018-09-01T04:25:00Z,PT5M
8,-70,0,2018-09-01T04:30:00Z,PT5M
8,-71,0,2018-09-01T04:35:00Z,PT5M
8,-72,0,2018-09-01T04:40:00Z,PT5M
8,-73,0,2018-09-01T04:45:00Z,PT5M
8,-74,0,2018-09-01T04:50:00Z,PT5M
7,-75,0,2018-09-01T04:55:00Z,PT5M
7,-76,2,2018-09-01T05:00:00Z,PT5M
7,-77,8,2018-09-01T05:05:00Z,PT5M
8,-78,14,2018-09-01T05:10:00Z,PT5M
8,-79,22,2018-09-01T05:15:00Z,PT5M
8,-80,30,2018-09-01T05:20:00Z,PT5M
8,-81,35,2018-09-01T05:25:00Z,PT5M
8,-82,41,2018-09-01T05:30:00Z,PT5M
8,-83,45,2018-09-01T05:35:00Z,PT5M
8,-84,54,2018-09-01T05:40:00Z,PT5M
8,-85,63,2018-09-01T05:45:00Z,PT5M
8,-86,73,2018-09-01T05:50:00Z,PT5M
8,-87,83,2018-09-01T05:55:00Z,PT5M
8,-88,94,2018-09-01T06:00:00Z,PT5M
9,-89,105,2018-09-01T06:05:00Z,PT5M
9,-90,120,2018-09-01T06:10:00Z,PT5M
9,-91,136,2018-09-01T06:15:00Z,PT5M
9,-92,153,2018-09-01T06:20:00Z,PT5M
10,-93,181,2018-09-01T06:25:00Z,PT5M
10,-94,194,2018-09-01T06:30:00Z,PT5M
10,-95,207,2018-09-01T06:35:00Z,PT5M
11,-96,221,2018-09-01T06:40:00Z,PT5M
11,-97,235,2018-09-01T06:45:00Z,PT5M
11,-98,249,2018-09-01T06:50:00Z,PT5M
11,-99,263,2018-09-01T06:55:00Z,PT5M
12,-100,276,2018-09-01T07:00:00Z,PT5M
