air_temp,azimuth,ghi,period_end,period
17,-7,0,2022-09-01T00:05:00Z,PT5M
17,-8,0,2022-09-01T00:10:00Z,PT5M
17,-9,0,2022-09-01T00:15:00Z,PT5M
17,-11,0,2022-09-01T00:20:00Z,PT5M
17,-12,0,2022-09-01T00:25:00Z,PT5M
17,-14,0,2022-09-01T00:30:00Z,PT5M
17,-15,0,2022-09-01T00:35:00Z,PT5M
17,-16,0,2022-09-01T00:40:00Z,PT5M
17,-18,0,2022-09-01T00:45:00Z,PT5M
17,-19,0,2022-09-01T00:50:00Z,PT5M
17,-21,0,2022-09-01T00:55:00Z,PT5M
17,-22,0,2022-09-01T01:00:00Z,PT5M
17,-23,0,2022-09-01T01:05:00Z,PT5M
16,-25,0,2022-09-01T01:10:00Z,PT5M
16,-26,0,2022-09-01T01:15:00Z,PT5M
16,-27,0,2022-09-01T01:20:00Z,PT5M
16,-29,0,2022-09-01T01:25:00Z,PT5M
16,-30,0,2022-09-01T01:30:00Z,PT5M
16,-31,0,2022-09-01T01:35:00Z,PT5M
16,-32,0,2022-09-01T01:40:00Z,PT5M
16,-34,0,2022-09-01T01:45:00Z,PT5M
16,-35,0,2022-09-01T01:50:00Z,PT5M
16,-36,0,2022-09-01T01:55:00Z,PT5M
16,-38,0,2022-09-01T02:00:00Z,PT5M
16,-39,0,2022-09-01T02:05:00Z,PT5M
16,-40,0,2022-09-01T02:10:00Z,PT5M
16,-41,0,2022-09-01T02:15:00Z,PT5M
16,-42,0,2022-09-01T02:20:00Z,PT5M
16,-44,0,2022-09-01T02:25:00Z,PT5M
16,-45,0,2022-09-01T02:30:00Z,PT5M
15,-46,0,2022-09-01T02:35:00Z,PT5M
15,-47,0,2022-09-01T02:40:00Z,PT5M
15,-48,0,2022-09-01T02:45:00Z,PT5M
15,-49,0,2022-09-01T02:50:00Z,PT5M
15,-50,0,2022-09-01T02:55:00Z,PT5M
15,-52,0,2022-09-01T03:00:00Z,PT5M
15,-53,0,2022-09-01T03:05:00Z,PT5M
15,-54,0,2022-09-01T03:10:00Z,PT5M
15,-55,0,2022-09-01T03:15:00Z,PT5M
15,-56,0,2022-09-01T03:20:00Z,PT5M
15,-57,0,2022-09-01T03:25:00Z,PT5M
15,-58,0,2022-09-01T03:30:00Z,PT5M
15,-59,0,2022-09-01T03:35:00Z,PT5M
15,-60,0,2022-09-01T03:40:00Z,PT5M
15,-61,0,2022-09-01T03:45:00Z,PT5M
15,-62,0,2022-09-01T03:50:00Z,PT5M
15,-63,0,2022-09-01T03:55:00Z,PT5M
14,-64,0,2022-09-01T04:00:00Z,PT5M
14,-65,0,2022-09-01T04:05:00Z,PT5M
14,-66,0,2022-09-01T04:10:00Z,PT5M
14,-67,0,2022-09-01T04:15:00Z,PT5M
14,-68,0,2022-09-01T04:20:00Z,PT5M
14,-69,0,2022-09-01T04:25:00Z,PT5M
14,-70,0,2022-09-01T04:30:00Z,PT5M
14,-71,0,2022-09-01T04:35:00Z,PT5M
14,-72,0,2022-09-01T04:40:00Z,PT5M
14,-73,0,2022-09-01T04:45:00Z,PT5M
14,-74,0,2022-09-01T04:50:00Z,PT5M
14,-75,0,2022-09-01T04:55:00Z,PT5M
14,-76,2,2022-09-01T05:00:00Z,PT5M
14,-77,6,2022-09-01T05:05:00Z,PT5M
14,-78,13,2022-09-01T05:10:00Z,PT5M
14,-79,21,2022-09-01T05:15:00Z,PT5M
14,-80,28,2022-09-01T05:20:00Z,PT5M
14,-81,37,2022-09-01T05:25:00Z,PT5M
14,-82,46,2022-09-01T05:30:00Z,PT5M
14,-83,55,2022-09-01T05:35:00Z,PT5M
14,-84,66,2022-09-01T05:40:00Z,PT5M
15,-85,76,2022-09-01T05:45:00Z,PT5M
15,-86,87,2022-09-01T05:50:00Z,PT5M
15,-87,99,2022-09-01T05:55:00Z,PT5M
15,-88,111,2022-09-01T06:00:00Z,PT5M
15,-89,123,2022-09-01T06:05:00Z,PT5M
15,-90,136,2022-09-01T06:10:00Z,PT5M
15,-91,148,2022-09-01T06:15:00Z,PT5M
16,-92,161,2022-09-01T06:20:00Z,PT5M
16,-93,174,2022-09-01T06:25:00Z,PT5M
16,-94,188,2022-09-01T06:30:00Z,PT5M
16,-95,201,2022-09-01T06:35:00Z,PT5M
16,-96,214,2022-09-01T06:40:00Z,PT5M
17,-97,228,2022-09-01T06:45:00Z,PT5M
17,-98,241,2022-09-01T06:50:00Z,PT5M
17,-99,255,2022-09-01T06:55:00Z,PT5M
17,-100,269,2022-09-01T07:00:00Z,PT5M
17,-101,282,2022-09-01T07:05:00Z,PT5M
18,-102,296,2022-09-01T07:10:00Z,PT5M
18,-103,309,2022-09-01T07:15:00Z,PT5M
18,-104,323,2022-09-01T07:20:00Z,PT5M
18,-105,336,2022-09-01T07:25:00Z,PT5M
18,-106,350,2022-09-01T07:30:00Z,PT5M
19,-107,363,2022-09-01T07:35:00Z,PT5M
19,-108,376,2022-09-01T07:40:00Z,PT5M
19,-109,389,2022-09-01T07:45:00Z,PT5M
19,-110,403,2022-09-01T07:50:00Z,PT5M
20,-111,415,2022-09-01T07:55:00Z,PT5M
20,-113,428,2022-09-01T08:00:00Z,PT5M
20,-114,441,2022-09-01T08:05:00Z,PT5M
20,-115,454,2022-09-01T08:10:00Z,PT5M
20,-116,466,2022-09-01T08:15:00Z,PT5M
20,-117,478,2022-09-01T08:20:00Z,PT5M
21,-118,490,2022-09-01T08:25:00Z,PT5M
21,-120,502,2022-09-01T08:30:00Z,PT5M
21,-121,514,2022-09-01T08:35:00Z,PT5M
21,-122,525,2022-09-01T08:40:00Z,PT5M
21,-123,536,2022-09-01T08:45:00Z,PT5M
21,-125,547,2022-09-01T08:50:00Z,PT5M
21,-126,558,2022-09-01T08:55:00Z,PT5M
22,-127,568,2022-09-01T09:00:00Z,PT5M
22,-129,579,2022-09-01T09:05:00Z,PT5M
22,-130,589,2022-09-01T09:10:00Z,PT5M
22,-131,598,2022-09-01T09:15:00Z,PT5M
22,-133,608,2022-09-01T09:20:00Z,PT5M
22,-134,617,2022-09-01T09:25:00Z,PT5M
22,-136,626,2022-09-01T09:30:00Z,PT5M
23,-137,634,2022-09-01T09:35:00Z,PT5M
23,-138,642,2022-09-01T09:40:00Z,PT5M
23,-140,650,2022-09-01T09:45:00Z,PT5M
23,-141,658,2022-09-01T09:50:00Z,PT5M
23,-143,665,2022-09-01T09:55:00Z,PT5M
23,-145,672,2022-09-01T10:00:00Z,PT5M
23,-146,679,2022-09-01T10:05:00Z,PT5M
24,-148,685,2022-09-01T10:10:00Z,PT5M
24,-149,691,2022-09-01T10:15:00Z,PT5M
24,-151,697,2022-09-01T10:20:00Z,PT5M
24,-153,703,2022-09-01T10:25:00Z,PT5M
24,-154,708,2022-09-01T10:30:00Z,PT5M
24,-156,713,2022-09-01T10:35:00Z,PT5M
24,-158,718,2022-09-01T10:40:00Z,PT5M
24,-159,722,2022-09-01T10:45:00Z,PT5M
24,-161,726,2022-09-01T10:50:00Z,PT5M
24,-163,730,2022-09-01T10:55:00Z,PT5M
25,-165,733,2022-09-01T11:00:00Z,PT5M
25,-167,736,2022-09-01T11:05:00Z,PT5M
25,-168,738,2022-09-01T11:10:00Z,PT5M
25,-170,741,2022-09-01T11:15:00Z,PT5M
25,-172,742,2022-09-01T11:20:00Z,PT5M
25,-174,744,2022-09-01T11:25:00Z,PT5M
25,-176,745,2022-09-01T11:30:00Z,PT5M
25,-177,746,2022-09-01T11:35:00Z,PT5M
25,-179,746,2022-09-01T11:40:00Z,PT5M
25,179,746,2022-09-01T11:45:00Z,PT5M
25,177,745,2022-09-01T11:50:00Z,PT5M
25,175,745,2022-09-01T11:55:00Z,PT5M
25,173,744,2022-09-01T12:00:00Z,PT5M
25,172,742,2022-09-01T12:05:00Z,PT5M
25,170,740,2022-09-01T12:10:00Z,PT5M
25,168,738,2022-09-01T12:15:00Z,PT5M
25,166,735,2022-09-01T12:20:00Z,PT5M
25,164,732,2022-09-01T12:25:00Z,PT5M
25,163,729,2022-09-01T12:30:00Z,PT5M
25,161,725,2022-09-01T12:35:00Z,PT5M
25,159,722,2022-09-01T12:40:00Z,PT5M
25,157,718,2022-09-01T12:45:00Z,PT5M
25,156,713,2022-09-01T12:50:00Z,PT5M
25,154,708,2022-09-01T12:55:00Z,PT5M
25,152,703,2022-09-01T13:00:00Z,PT5M
25,151,698,2022-09-01T13:05:00Z,PT5M
25,149,692,2022-09-01T13:10:00Z,PT5M
25,147,686,2022-09-01T13:15:00Z,PT5M
25,146,680,2022-09-01T13:20:00Z,PT5M
25,144,673,2022-09-01T13:25:00Z,PT5M
25,143,666,2022-09-01T13:30:00Z,PT5M
26,141,658,2022-09-01T13:35:00Z,PT5M
26,140,651,2022-09-01T13:40:00Z,PT5M
26,138,642,2022-09-01T13:45:00Z,PT5M
26,137,634,2022-09-01T13:50:00Z,PT5M
26,135,625,2022-09-01T13:55:00Z,PT5M
26,134,616,2022-09-01T14:00:00Z,PT5M
26,132,607,2022-09-01T14:05:00Z,PT5M
26,131,598,2022-09-01T14:10:00Z,PT5M
26,130,588,2022-09-01T14:15:00Z,PT5M
26,128,578,2022-09-01T14:20:00Z,PT5M
26,127,568,2022-09-01T14:25:00Z,PT5M
26,126,557,2022-09-01T14:30:00Z,PT5M
26,124,547,2022-09-01T14:35:00Z,PT5M
26,123,536,2022-09-01T14:40:00Z,PT5M
26,122,525,2022-09-01T14:45:00Z,PT5M
26,121,513,2022-09-01T14:50:00Z,PT5M
26,119,502,2022-09-01T14:55:00Z,PT5M
26,118,490,2022-09-01T15:00:00Z,PT5M
26,117,478,2022-09-01T15:05:00Z,PT5M
26,116,466,2022-09-01T15:10:00Z,PT5M
26,115,454,2022-09-01T15:15:00Z,PT5M
26,114,442,2022-09-01T15:20:00Z,PT5M
26,112,429,2022-09-01T15:25:00Z,PT5M
26,111,417,2022-09-01T15:30:00Z,PT5M
26,110,404,2022-09-01T15:35:00Z,PT5M
26,109,390,2022-09-01T15:40:00Z,PT5M
26,108,377,2022-09-01T15:45:00Z,PT5M
26,107,364,2022-09-01T15:50:00Z,PT5M
26,106,350,2022-09-01T15:55:00Z,PT5M
25,105,336,2022-09-01T16:00:00Z,PT5M
25,104,276,2022-09-01T16:05:00Z,PT5M
25,103,257,2022-09-01T16:10:00Z,PT5M
25,102,240,2022-09-01T16:15:00Z,PT5M
25,101,223,2022-09-01T16:20:00Z,PT5M
25,100,248,2022-09-01T16:25:00Z,PT5M
25,99,238,2022-09-01T16:30:00Z,PT5M
25,98,240,2022-09-01T16:35:00Z,PT5M
25,97,226,2022-09-01T16:40:00Z,PT5M
25,96,212,2022-09-01T16:45:00Z,PT5M
25,95,199,2022-09-01T16:50:00Z,PT5M
25,94,185,2022-09-01T16:55:00Z,PT5M
25,93,172,2022-09-01T17:00:00Z,PT5M
25,92,158,2022-09-01T17:05:00Z,PT5M
24,91,145,2022-09-01T17:10:00Z,PT5M
24,90,132,2022-09-01T17:15:00Z,PT5M
24,89,120,2022-09-01T17:20:00Z,PT5M
24,88,107,2022-09-01T17:25:00Z,PT5M
